video_path,speaker,emotion,gender,ethnicity
id01780/mLstHYeKrkU/00097,id01780,0,male,Caucasian (European)
id01780/mLstHYeKrkU/00098,id01780,2,male,Caucasian (European)
id01780/mLstHYeKrkU/00099,id01780,2,male,Caucasian (European)
id01780/nxUszcarYNs/00101,id01780,0,male,Caucasian (European)
id01780/pXL6d7mgjcU/00102,id01780,3,male,Caucasian (European)
id01780/pXL6d7mgjcU/00107,id01780,0,male,Caucasian (European)
id01782/3R4feD8K3OY/00010,id01782,1,female,African
id01782/4MFbNWjVmSE/00018,id01782,2,female,African
id01782/6z8cNpv3AnY/00025,id01782,0,female,African
id01782/6z8cNpv3AnY/00031,id01782,0,female,African
id01782/6z8cNpv3AnY/00033,id01782,3,female,African
id01782/GikSBlvCRz0/00040,id01782,3,female,African
id01782/MRazFAK1gzE/00042,id01782,2,female,African
id01782/MRazFAK1gzE/00050,id01782,3,female,African
id01782/ZpMsr82oU1k/00066,id01782,1,female,African
id01782/_0eT3hUFcFY/00078,id01782,3,female,African
id01782/fWbHHTNGz0M/00085,id01782,0,female,African
id01782/fWbHHTNGz0M/00086,id01782,0,female,African
id01782/fWbHHTNGz0M/00087,id01782,2,female,African
id01782/fmADvG3x7D8/00090,id01782,0,female,African
id01782/fmADvG3x7D8/00091,id01782,1,female,African
id01782/fmADvG3x7D8/00092,id01782,1,female,African
id01782/gNntfTDOLNo/00098,id01782,2,female,African
id01782/gNntfTDOLNo/00099,id01782,0,female,African
id01782/gNntfTDOLNo/00100,id01782,2,female,African
id01782/gNntfTDOLNo/00101,id01782,3,female,African
id01782/gNntfTDOLNo/00102,id01782,2,female,African
id01782/gNntfTDOLNo/00103,id01782,2,female,African
id01782/gNntfTDOLNo/00104,id01782,2,female,African
id01782/gNntfTDOLNo/00106,id01782,2,female,African
id01782/gNntfTDOLNo/00108,id01782,2,female,African
id01782/gx-KcaxAido/00113,id01782,2,female,African
id01782/gx-KcaxAido/00116,id01782,0,female,African
id01782/gx-KcaxAido/00117,id01782,0,female,African
id01782/if82XctVLuI/00118,id01782,0,female,African
id01782/if82XctVLuI/00119,id01782,0,female,African
id01782/if82XctVLuI/00122,id01782,0,female,African
id01782/if82XctVLuI/00126,id01782,0,female,African
id01782/if82XctVLuI/00129,id01782,0,female,African
id01782/if82XctVLuI/00131,id01782,0,female,African
id01782/jOCAjGVrZIE/00135,id01782,3,female,African
id01782/jOCAjGVrZIE/00136,id01782,0,female,African
id01782/jOCAjGVrZIE/00138,id01782,0,female,African
id01782/jOCAjGVrZIE/00139,id01782,2,female,African
id01782/jOCAjGVrZIE/00140,id01782,0,female,African
id01782/jOCAjGVrZIE/00141,id01782,2,female,African
id01782/jOCAjGVrZIE/00142,id01782,2,female,African
id01782/kPctNDPImvI/00143,id01782,2,female,African
id01782/ogg3M0cDsfY/00144,id01782,2,female,African
id01782/s-Q1g_cXow4/00147,id01782,2,female,African
id01782/u-NuDKMbPQw/00148,id01782,2,female,African
id01782/u-NuDKMbPQw/00149,id01782,3,female,African
id01782/xpKwenp0LiQ/00169,id01782,2,female,African
id01782/xpKwenp0LiQ/00174,id01782,0,female,African
id01782/xpKwenp0LiQ/00179,id01782,2,female,African
id01782/ziUq5NO3rmg/00181,id01782,1,female,African
id01797/BySYkrJqdt0/00018,id01797,3,male,Caucasian (European)
id01797/BySYkrJqdt0/00028,id01797,2,male,Caucasian (European)
id01797/BySYkrJqdt0/00037,id01797,2,male,Caucasian (European)
id01797/CvoO_o5p-Rs/00040,id01797,0,male,Caucasian (European)
id01797/Gj7MC-36YVY/00044,id01797,3,male,Caucasian (European)
id01797/PGyoJXt71Rw/00070,id01797,2,male,Caucasian (European)
id01797/PGyoJXt71Rw/00072,id01797,0,male,Caucasian (European)
id01797/bHZW6daBTHo/00084,id01797,2,male,Caucasian (European)
id01797/fKKh9QFvzaA/00101,id01797,3,male,Caucasian (European)
id01797/jmJ55qQM3v8/00120,id01797,1,male,Caucasian (European)
id01797/joSTV_YuTtQ/00121,id01797,2,male,Caucasian (European)
id01797/joSTV_YuTtQ/00122,id01797,2,male,Caucasian (European)
id01797/joSTV_YuTtQ/00125,id01797,2,male,Caucasian (European)
id01797/jy4A8fpOHcc/00133,id01797,2,male,Caucasian (European)
id01797/nW8st-ua3IY/00149,id01797,2,male,Caucasian (European)
id01797/nW8st-ua3IY/00151,id01797,3,male,Caucasian (European)
id01797/tfn8zD2XZ3Q/00204,id01797,0,male,Caucasian (European)
id01797/tfn8zD2XZ3Q/00207,id01797,0,male,Caucasian (European)
id01797/tkxeax9C1OA/00215,id01797,2,male,Caucasian (European)
id01797/vKPOMuq9lMA/00218,id01797,2,male,Caucasian (European)
id01797/vj9-duoU1iM/00223,id01797,0,male,Caucasian (European)
id01797/vj9-duoU1iM/00224,id01797,2,male,Caucasian (European)
id01797/vj9-duoU1iM/00225,id01797,0,male,Caucasian (European)
id01797/vj9-duoU1iM/00229,id01797,0,male,Caucasian (European)
id01797/vj9-duoU1iM/00231,id01797,0,male,Caucasian (European)
id01797/wVZ0K6kQKZQ/00235,id01797,2,male,Caucasian (European)
id01797/xSU5h-z2cNM/00241,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00242,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00243,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00245,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00254,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00262,id01797,2,male,Caucasian (European)
id01797/xSU5h-z2cNM/00268,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00270,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00273,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00274,id01797,3,male,Caucasian (European)
id01797/xSU5h-z2cNM/00284,id01797,2,male,Caucasian (European)
id01797/xSU5h-z2cNM/00286,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00293,id01797,2,male,Caucasian (European)
id01797/xSU5h-z2cNM/00294,id01797,2,male,Caucasian (European)
id01797/xSU5h-z2cNM/00296,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00298,id01797,2,male,Caucasian (European)
id01797/xSU5h-z2cNM/00300,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00305,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00309,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00311,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00312,id01797,2,male,Caucasian (European)
id01797/xSU5h-z2cNM/00313,id01797,0,male,Caucasian (European)
id01797/xSU5h-z2cNM/00321,id01797,3,male,Caucasian (European)
id01797/xSU5h-z2cNM/00326,id01797,0,male,Caucasian (European)
id01806/3JbjkAPv1MQ/00014,id01806,2,male,Caucasian (European)
id01806/3uyd7eEOfio/00019,id01806,3,male,Caucasian (European)
id01806/63ugsxlYYPM/00032,id01806,0,male,Caucasian (European)
id01806/7eYi1RSwRAY/00033,id01806,3,male,Caucasian (European)
id01806/7eYi1RSwRAY/00037,id01806,0,male,Caucasian (European)
id01806/7eYi1RSwRAY/00040,id01806,3,male,Caucasian (European)
id01806/7tnx9ZPulio/00043,id01806,3,male,Caucasian (European)
id01806/8AELNY2QxTw/00073,id01806,3,male,Caucasian (European)
id01806/8AELNY2QxTw/00084,id01806,2,male,Caucasian (European)
id01806/C3B_r38IsfM/00110,id01806,3,male,Caucasian (European)
id01806/C3B_r38IsfM/00117,id01806,0,male,Caucasian (European)
id01806/C3B_r38IsfM/00123,id01806,3,male,Caucasian (European)
id01806/DCZQt_0nZIE/00125,id01806,3,male,Caucasian (European)
id01806/DgSQq1aSzDg/00132,id01806,3,male,Caucasian (European)
id01806/FG9tu89rNjQ/00154,id01806,2,male,Caucasian (European)
id01806/HFyVZW37x7o/00156,id01806,2,male,Caucasian (European)
id01806/KLxybQqejWw/00158,id01806,2,male,Caucasian (European)
id01806/LqecHxAlSm0/00162,id01806,3,male,Caucasian (European)
id01806/OQJ29U1lZ_0/00181,id01806,0,male,Caucasian (European)
id01806/TYEyQXRGdKw/00193,id01806,3,male,Caucasian (European)
id01806/VqITqzrMea8/00224,id01806,3,male,Caucasian (European)
id01806/VqITqzrMea8/00226,id01806,3,male,Caucasian (European)
id01806/XyZ_cLLahK4/00228,id01806,3,male,Caucasian (European)
id01806/XyZ_cLLahK4/00229,id01806,3,male,Caucasian (European)
id01806/XyZ_cLLahK4/00230,id01806,3,male,Caucasian (European)
id01806/YBCLLUcQY54/00239,id01806,0,male,Caucasian (European)
id01806/YBCLLUcQY54/00246,id01806,3,male,Caucasian (European)
id01806/YBCLLUcQY54/00250,id01806,3,male,Caucasian (European)
id01806/aSBGYP_eJkY/00260,id01806,3,male,Caucasian (European)
id01806/aSBGYP_eJkY/00274,id01806,1,male,Caucasian (European)
id01806/aSBGYP_eJkY/00275,id01806,1,male,Caucasian (European)
id01806/aSBGYP_eJkY/00276,id01806,1,male,Caucasian (European)
id01806/b22-MTvOttM/00287,id01806,1,male,Caucasian (European)
id01806/gW0tZy_I83s/00302,id01806,3,male,Caucasian (European)
id01806/gqrf14gt8Kk/00318,id01806,0,male,Caucasian (European)
id01806/iZCC42joQsc/00327,id01806,3,male,Caucasian (European)
id01806/mJMmXu8lEqQ/00348,id01806,1,male,Caucasian (European)
id01806/mpyaJpTXIc8/00378,id01806,3,male,Caucasian (European)
id01806/pKhBkCW5cUo/00390,id01806,3,male,Caucasian (European)
id01806/pKhBkCW5cUo/00391,id01806,3,male,Caucasian (European)
id01806/tSzCMjwTZJ4/00428,id01806,2,male,Caucasian (European)
id01806/w1bJ3GwRG1Q/00434,id01806,0,male,Caucasian (European)
id01806/w1bJ3GwRG1Q/00444,id01806,3,male,Caucasian (European)
id01806/xlfm5xJt1DI/00466,id01806,2,male,Caucasian (European)
id01806/yzLe3uBlGww/00483,id01806,0,male,Caucasian (European)
id01806/yzLe3uBlGww/00489,id01806,2,male,Caucasian (European)
id01806/yzLe3uBlGww/00492,id01806,0,male,Caucasian (European)
id01806/yzLe3uBlGww/00497,id01806,0,male,Caucasian (European)
id01806/yzLe3uBlGww/00498,id01806,0,male,Caucasian (European)
id01806/ziTRpJy2g2o/00500,id01806,2,male,Caucasian (European)
id01809/4jpuabYa5pU/00003,id01809,2,male,Caucasian (North American)
id01809/4jpuabYa5pU/00015,id01809,0,male,Caucasian (North American)
id01809/4jpuabYa5pU/00020,id01809,3,male,Caucasian (North American)
id01809/4jpuabYa5pU/00022,id01809,0,male,Caucasian (North American)
id01809/4jpuabYa5pU/00023,id01809,2,male,Caucasian (North American)
id01809/4jpuabYa5pU/00027,id01809,2,male,Caucasian (North American)
id01809/4jpuabYa5pU/00035,id01809,2,male,Caucasian (North American)
id01809/4jpuabYa5pU/00036,id01809,0,male,Caucasian (North American)
id01809/4jpuabYa5pU/00037,id01809,0,male,Caucasian (North American)
id01809/4jpuabYa5pU/00038,id01809,0,male,Caucasian (North American)
id01809/5DhQiZzw6W8/00041,id01809,0,male,Caucasian (North American)
id01809/5DhQiZzw6W8/00042,id01809,0,male,Caucasian (North American)
id01809/5DhQiZzw6W8/00043,id01809,2,male,Caucasian (North American)
id01809/5DhQiZzw6W8/00044,id01809,3,male,Caucasian (North American)
id01809/5DhQiZzw6W8/00045,id01809,0,male,Caucasian (North American)
id01809/5DhQiZzw6W8/00047,id01809,0,male,Caucasian (North American)
id01809/NJkAhpuLl0g/00048,id01809,2,male,Caucasian (North American)
id01809/NJkAhpuLl0g/00049,id01809,2,male,Caucasian (North American)
id01809/NJkAhpuLl0g/00050,id01809,2,male,Caucasian (North American)
id01809/PGXEM7hkO2Y/00055,id01809,0,male,Caucasian (North American)
id01809/PGXEM7hkO2Y/00056,id01809,2,male,Caucasian (North American)
id01809/QNmIHeoTSz4/00063,id01809,0,male,Caucasian (North American)
id01809/QNmIHeoTSz4/00064,id01809,0,male,Caucasian (North American)
id01809/QNmIHeoTSz4/00065,id01809,0,male,Caucasian (North American)
id01809/QNmIHeoTSz4/00067,id01809,0,male,Caucasian (North American)
id01809/QNmIHeoTSz4/00071,id01809,0,male,Caucasian (North American)
id01809/QNmIHeoTSz4/00072,id01809,2,male,Caucasian (North American)
id01809/QNmIHeoTSz4/00074,id01809,0,male,Caucasian (North American)
id01809/QQLLu5jyZHw/00075,id01809,0,male,Caucasian (North American)
id01809/QQLLu5jyZHw/00076,id01809,2,male,Caucasian (North American)
id01809/QQLLu5jyZHw/00077,id01809,2,male,Caucasian (North American)
id01809/QQLLu5jyZHw/00084,id01809,2,male,Caucasian (North American)
id01809/QQLLu5jyZHw/00086,id01809,0,male,Caucasian (North American)
id01809/QQLLu5jyZHw/00087,id01809,0,male,Caucasian (North American)
id01809/QRXgRI1H3sg/00090,id01809,2,male,Caucasian (North American)
id01809/QRXgRI1H3sg/00093,id01809,2,male,Caucasian (North American)
id01809/RUDRYeln-8M/00096,id01809,3,male,Caucasian (North American)
id01809/RUDRYeln-8M/00097,id01809,2,male,Caucasian (North American)
id01809/RUDRYeln-8M/00100,id01809,2,male,Caucasian (North American)
id01809/SQ4sHvFCnYk/00104,id01809,3,male,Caucasian (North American)
id01809/q0kywGqsLJc/00110,id01809,0,male,Caucasian (North American)
id01809/q0kywGqsLJc/00116,id01809,3,male,Caucasian (North American)
id01809/q0kywGqsLJc/00117,id01809,3,male,Caucasian (North American)
id01809/q0kywGqsLJc/00121,id01809,2,male,Caucasian (North American)
id01809/q0kywGqsLJc/00122,id01809,2,male,Caucasian (North American)
id01809/q0kywGqsLJc/00123,id01809,0,male,Caucasian (North American)
id01809/q0kywGqsLJc/00125,id01809,0,male,Caucasian (North American)
id01809/q0kywGqsLJc/00126,id01809,2,male,Caucasian (North American)
id01809/u8jrvD9CbO0/00127,id01809,2,male,Caucasian (North American)
id01809/xTwjjk4EbaE/00128,id01809,0,male,Caucasian (North American)
id01827/0Epb2BHWU2g/00010,id01827,3,female,Caucasian (European)
id01827/0Epb2BHWU2g/00012,id01827,3,female,Caucasian (European)
id01827/0Epb2BHWU2g/00019,id01827,1,female,Caucasian (European)
id01827/2CCgJT7PFus/00034,id01827,0,female,Caucasian (European)
id01827/2dBqlgXPdcE/00044,id01827,1,female,Caucasian (European)
id01827/2dBqlgXPdcE/00046,id01827,1,female,Caucasian (European)
id01827/2dBqlgXPdcE/00049,id01827,2,female,Caucasian (European)
id01827/5nZtk2hj5_s/00081,id01827,1,female,Caucasian (European)
id01827/NwBAt_bSbhw/00123,id01827,0,female,Caucasian (European)
id01827/QMkAAPuzYwA/00140,id01827,0,female,Caucasian (European)
id01827/T56P5PaV0CY/00154,id01827,2,female,Caucasian (European)
id01827/T56P5PaV0CY/00162,id01827,1,female,Caucasian (European)
id01827/VvDliNBllF0/00170,id01827,2,female,Caucasian (European)
id01827/XBPdzhxmDt4/00182,id01827,0,female,Caucasian (European)
id01827/aiz79qqoQNM/00208,id01827,0,female,Caucasian (European)
id01827/deqwJUnfIyY/00220,id01827,2,female,Caucasian (European)
id01827/deqwJUnfIyY/00230,id01827,3,female,Caucasian (European)
id01827/dhUzMDkndOk/00235,id01827,3,female,Caucasian (European)
id01827/eMZpuRELzeg/00256,id01827,3,female,Caucasian (European)
id01827/iSROUxnMva4/00297,id01827,0,female,Caucasian (European)
id01827/iSROUxnMva4/00302,id01827,0,female,Caucasian (European)
id01827/iSROUxnMva4/00304,id01827,1,female,Caucasian (European)
id01827/iSROUxnMva4/00305,id01827,0,female,Caucasian (European)
id01827/mVtcI8SSfmo/00319,id01827,0,female,Caucasian (European)
id01827/mVtcI8SSfmo/00326,id01827,3,female,Caucasian (European)
id01827/mVtcI8SSfmo/00333,id01827,0,female,Caucasian (European)
id01827/u5LJX8AiWaY/00362,id01827,1,female,Caucasian (European)
id01827/uPijNLzJwOU/00373,id01827,0,female,Caucasian (European)
id01827/uPijNLzJwOU/00381,id01827,0,female,Caucasian (European)
id01827/uPijNLzJwOU/00384,id01827,1,female,Caucasian (European)
id01827/uPijNLzJwOU/00391,id01827,2,female,Caucasian (European)
id01827/uPijNLzJwOU/00400,id01827,1,female,Caucasian (European)
id01827/ubp3zSdaxEg/00421,id01827,1,female,Caucasian (European)
id01827/ubp3zSdaxEg/00425,id01827,2,female,Caucasian (European)
id01827/ubp3zSdaxEg/00426,id01827,0,female,Caucasian (European)
id01827/ubp3zSdaxEg/00427,id01827,0,female,Caucasian (European)
id01827/ubp3zSdaxEg/00431,id01827,0,female,Caucasian (European)
id01827/ubp3zSdaxEg/00432,id01827,0,female,Caucasian (European)
id01827/vWVA4dc7RCM/00436,id01827,2,female,Caucasian (European)
id01827/vWVA4dc7RCM/00441,id01827,2,female,Caucasian (European)
id01827/vWVA4dc7RCM/00442,id01827,0,female,Caucasian (European)
id01827/vWVA4dc7RCM/00443,id01827,0,female,Caucasian (European)
id01827/vWVA4dc7RCM/00445,id01827,0,female,Caucasian (European)
id01827/vWVA4dc7RCM/00447,id01827,2,female,Caucasian (European)
id01827/vWVA4dc7RCM/00449,id01827,2,female,Caucasian (European)
id01827/vWVA4dc7RCM/00450,id01827,2,female,Caucasian (European)
id01827/vWVA4dc7RCM/00461,id01827,2,female,Caucasian (European)
id01827/wCDG-cNH0-s/00470,id01827,0,female,Caucasian (European)
id01827/wCDG-cNH0-s/00474,id01827,0,female,Caucasian (European)
id01827/wCDG-cNH0-s/00475,id01827,2,female,Caucasian (European)
id01835/4oshNjYBg9A/00004,id01835,0,male,African American
id01835/5jlOu87LxsU/00027,id01835,2,male,African American
id01835/5jlOu87LxsU/00030,id01835,0,male,African American
id01835/EEAiCadHUj0/00066,id01835,0,male,African American
id01835/G6E1AdCDjEI/00075,id01835,2,male,African American
id01835/GymfYtTsKEU/00092,id01835,1,male,African American
id01835/Ur-OeK9Pwhg/00140,id01835,0,male,African American
id01835/X1J8VZ8qca8/00144,id01835,2,male,African American
id01835/Y03KCa_NIb4/00160,id01835,0,male,African American
id01835/Y03KCa_NIb4/00161,id01835,3,male,African American
id01835/Y03KCa_NIb4/00163,id01835,0,male,African American
id01835/YVza4e3HCLA/00167,id01835,0,male,African American
id01835/_geG0h_rOLo/00172,id01835,0,male,African American
id01835/gGbjdJn_f0A/00176,id01835,0,male,African American
id01835/gGbjdJn_f0A/00177,id01835,0,male,African American
id01835/gGbjdJn_f0A/00187,id01835,1,male,African American
id01835/gGbjdJn_f0A/00190,id01835,0,male,African American
id01835/gGbjdJn_f0A/00191,id01835,0,male,African American
id01835/hDJHqpowq6o/00193,id01835,0,male,African American
id01835/htewpoXgkIs/00216,id01835,0,male,African American
id01835/htewpoXgkIs/00218,id01835,0,male,African American
id01835/htewpoXgkIs/00223,id01835,0,male,African American
id01835/htewpoXgkIs/00228,id01835,2,male,African American
id01835/htewpoXgkIs/00230,id01835,2,male,African American
id01835/htewpoXgkIs/00231,id01835,0,male,African American
id01835/htewpoXgkIs/00239,id01835,2,male,African American
id01835/igTrl8eUuS8/00242,id01835,0,male,African American
id01835/igTrl8eUuS8/00243,id01835,0,male,African American
id01835/kXX7z3Y4h9k/00244,id01835,3,male,African American
id01835/kXX7z3Y4h9k/00246,id01835,0,male,African American
id01835/kXX7z3Y4h9k/00248,id01835,0,male,African American
id01835/lpPjcw0D8d8/00251,id01835,2,male,African American
id01835/lpPjcw0D8d8/00252,id01835,0,male,African American
id01835/mzziDLLimkw/00258,id01835,2,male,African American
id01835/mzziDLLimkw/00259,id01835,1,male,African American
id01835/o9pSW9dUTMM/00265,id01835,0,male,African American
id01835/qn02Ns_h_JA/00284,id01835,0,male,African American
id01835/qn02Ns_h_JA/00286,id01835,0,male,African American
id01835/qn02Ns_h_JA/00292,id01835,2,male,African American
id01835/qn02Ns_h_JA/00293,id01835,0,male,African American
id01835/qn02Ns_h_JA/00296,id01835,0,male,African American
id01835/v2Ds397WNMI/00301,id01835,0,male,African American
id01835/v2Ds397WNMI/00302,id01835,3,male,African American
id01835/v2Ds397WNMI/00304,id01835,0,male,African American
id01835/xkwlNdiHN_A/00311,id01835,2,male,African American
id01835/xkwlNdiHN_A/00313,id01835,0,male,African American
id01835/xkwlNdiHN_A/00316,id01835,0,male,African American
id01835/xkwlNdiHN_A/00317,id01835,2,male,African American
id01835/yjPXieXpiZE/00318,id01835,0,male,African American
id01835/yjPXieXpiZE/00319,id01835,0,male,African American
id01840/2NnV3BoxTws/00031,id01840,3,female,Hispanic
id01840/2NnV3BoxTws/00035,id01840,0,female,Hispanic
id01840/2NnV3BoxTws/00037,id01840,3,female,Hispanic
id01840/3gfxDIKlkG8/00045,id01840,2,female,Hispanic
id01840/8oP2vQ2PU6A/00057,id01840,1,female,Hispanic
id01840/EKbaqd3ElfQ/00063,id01840,3,female,Hispanic
id01840/G-h5bs2vXO0/00086,id01840,2,female,Hispanic
id01840/G-h5bs2vXO0/00094,id01840,2,female,Hispanic
id01840/MgS9_Sf7yOw/00100,id01840,0,female,Hispanic
id01840/NVTKj51zoTY/00129,id01840,3,female,Hispanic
id01840/PtRFerTqGww/00142,id01840,3,female,Hispanic
id01840/SU20ewef5Hc/00168,id01840,2,female,Hispanic
id01840/SU20ewef5Hc/00170,id01840,3,female,Hispanic
id01840/UCSwXiOkn3U/00183,id01840,3,female,Hispanic
id01840/WuBRmYZv5Tw/00190,id01840,3,female,Hispanic
id01840/WuBRmYZv5Tw/00193,id01840,3,female,Hispanic
id01840/XHJPIlY1KaU/00201,id01840,0,female,Hispanic
id01840/ap1PSxk7hUg/00203,id01840,0,female,Hispanic
id01840/cLc6_HZ10gQ/00209,id01840,2,female,Hispanic
id01840/ipOinQ9qt5s/00226,id01840,2,female,Hispanic
id01840/lXpcYjm70YA/00276,id01840,3,female,Hispanic
id01840/m1lkOjpzNFk/00290,id01840,3,female,Hispanic
id01840/m1lkOjpzNFk/00293,id01840,3,female,Hispanic
id01840/mH2k2HWZZkk/00301,id01840,1,female,Hispanic
id01840/sXoSiY2tKHM/00325,id01840,2,female,Hispanic
id01840/su2JnOgE0OA/00331,id01840,2,female,Hispanic
id01840/tECF-oFHEB8/00337,id01840,3,female,Hispanic
id01840/u_l8T2rNNFk/00367,id01840,0,female,Hispanic
id01840/u_l8T2rNNFk/00369,id01840,0,female,Hispanic
id01840/u_l8T2rNNFk/00370,id01840,0,female,Hispanic
id01840/u_l8T2rNNFk/00371,id01840,0,female,Hispanic
id01840/u_l8T2rNNFk/00373,id01840,0,female,Hispanic
id01840/u_l8T2rNNFk/00376,id01840,0,female,Hispanic
id01840/u_l8T2rNNFk/00377,id01840,0,female,Hispanic
id01840/vJH3g9_EvY0/00380,id01840,1,female,Hispanic
id01840/wKjyHmEFv9c/00382,id01840,3,female,Hispanic
id01840/wKjyHmEFv9c/00385,id01840,2,female,Hispanic
id01840/wNxcNmu1wJA/00386,id01840,0,female,Hispanic
id01840/wcfwhNPur40/00388,id01840,0,female,Hispanic
id01840/wcfwhNPur40/00392,id01840,0,female,Hispanic
id01840/wcfwhNPur40/00393,id01840,0,female,Hispanic
id01840/wcfwhNPur40/00396,id01840,2,female,Hispanic
id01840/wcfwhNPur40/00398,id01840,0,female,Hispanic
id01840/yEAjf7ZpPdM/00399,id01840,0,female,Hispanic
id01840/yEAjf7ZpPdM/00404,id01840,0,female,Hispanic
id01840/yEAjf7ZpPdM/00405,id01840,0,female,Hispanic
id01840/yoUbGlNoTsA/00406,id01840,0,female,Hispanic
id01840/zv57yHLoy1s/00408,id01840,0,female,Hispanic
id01840/zv57yHLoy1s/00409,id01840,2,female,Hispanic
id01840/zv57yHLoy1s/00411,id01840,0,female,Hispanic
id01861/2BTFgipGvJs/00004,id01861,2,male,Caucasian (North American)
id01861/2BTFgipGvJs/00011,id01861,1,male,Caucasian (North American)
id01861/5t6grF7xxME/00015,id01861,0,male,Caucasian (North American)
id01861/79XlITH0INE/00030,id01861,0,male,Caucasian (North American)
id01861/79XlITH0INE/00032,id01861,3,male,Caucasian (North American)
id01861/BjhflB-FZ9s/00042,id01861,1,male,Caucasian (North American)
id01861/IU6gJjSCUuw/00061,id01861,1,male,Caucasian (North American)
id01861/IU6gJjSCUuw/00062,id01861,1,male,Caucasian (North American)
id01861/LFOOW6tKPGk/00081,id01861,1,male,Caucasian (North American)
id01861/LFOOW6tKPGk/00082,id01861,0,male,Caucasian (North American)
id01861/M5dvodtlLWg/00093,id01861,1,male,Caucasian (North American)
id01861/TLHRvBmCpn0/00126,id01861,1,male,Caucasian (North American)
id01861/W5ySSAm2OlQ/00139,id01861,0,male,Caucasian (North American)
id01861/W5ySSAm2OlQ/00140,id01861,2,male,Caucasian (North American)
id01861/YHSEV__r_QE/00155,id01861,2,male,Caucasian (North American)
id01861/YRF19XF4_fY/00170,id01861,1,male,Caucasian (North American)
id01861/YRF19XF4_fY/00184,id01861,1,male,Caucasian (North American)
id01861/YRF19XF4_fY/00193,id01861,1,male,Caucasian (North American)
id01861/YRF19XF4_fY/00195,id01861,1,male,Caucasian (North American)
id01861/YRF19XF4_fY/00214,id01861,0,male,Caucasian (North American)
id01861/YRF19XF4_fY/00226,id01861,2,male,Caucasian (North American)
id01861/a4fYSsoWJoc/00241,id01861,1,male,Caucasian (North American)
id01861/a4fYSsoWJoc/00249,id01861,1,male,Caucasian (North American)
id01861/dliGbGc8iZU/00261,id01861,2,male,Caucasian (North American)
id01861/dzxOB6sCFro/00279,id01861,0,male,Caucasian (North American)
id01861/dzxOB6sCFro/00280,id01861,0,male,Caucasian (North American)
id01861/dzxOB6sCFro/00284,id01861,0,male,Caucasian (North American)
id01861/htNSz3FRlpo/00291,id01861,3,male,Caucasian (North American)
id01861/htNSz3FRlpo/00294,id01861,2,male,Caucasian (North American)
id01861/lVGaiWeESZM/00295,id01861,0,male,Caucasian (North American)
id01861/lVGaiWeESZM/00299,id01861,0,male,Caucasian (North American)
id01861/lVGaiWeESZM/00300,id01861,2,male,Caucasian (North American)
id01861/lVGaiWeESZM/00301,id01861,2,male,Caucasian (North American)
id01861/lVGaiWeESZM/00302,id01861,0,male,Caucasian (North American)
id01861/lVGaiWeESZM/00303,id01861,2,male,Caucasian (North American)
id01861/lVGaiWeESZM/00317,id01861,0,male,Caucasian (North American)
id01861/lVGaiWeESZM/00319,id01861,3,male,Caucasian (North American)
id01861/lVGaiWeESZM/00320,id01861,2,male,Caucasian (North American)
id01861/lVGaiWeESZM/00321,id01861,2,male,Caucasian (North American)
id01861/lVGaiWeESZM/00324,id01861,1,male,Caucasian (North American)
id01861/lVGaiWeESZM/00326,id01861,0,male,Caucasian (North American)
id01861/lVGaiWeESZM/00328,id01861,0,male,Caucasian (North American)
id01861/lVGaiWeESZM/00330,id01861,1,male,Caucasian (North American)
id01861/lVGaiWeESZM/00331,id01861,2,male,Caucasian (North American)
id01861/lVGaiWeESZM/00333,id01861,2,male,Caucasian (North American)
id01861/lVGaiWeESZM/00337,id01861,3,male,Caucasian (North American)
id01861/myfUoWZQLGo/00347,id01861,2,male,Caucasian (North American)
id01861/seU8JR9ODLk/00365,id01861,0,male,Caucasian (North American)
id01861/uNkdSPjl27I/00374,id01861,1,male,Caucasian (North American)
id01861/uNkdSPjl27I/00377,id01861,0,male,Caucasian (North American)
id01862/GpQ0iNS3mmo/00029,id01862,2,male,Caucasian (European)
id01862/PZ1STvR0G_w/00045,id01862,0,male,Caucasian (European)
id01862/PZ1STvR0G_w/00047,id01862,0,male,Caucasian (European)
id01862/PZ1STvR0G_w/00050,id01862,1,male,Caucasian (European)
id01862/PZ1STvR0G_w/00052,id01862,0,male,Caucasian (European)
id01862/P_II4BQh4ao/00059,id01862,3,male,Caucasian (European)
id01862/Ssty9s1KGhc/00062,id01862,2,male,Caucasian (European)
